v110	v90	v70	v50	v20
-4.31	-21.50	-0.91	-3.75	-0.92
-5.61	-21.23	-1.39	-3.64	-0.86
-7.34	-22.08	-2.00	-4.01	-0.84
-10.11	-21.41	-4.41	-3.62	-1.00
-10.68	-20.27	-4.51	-3.70	-1.00
-8.42	-20.42	-2.84	-3.85	-0.87
-8.63	-22.89	-3.68	-3.75	-0.90
-15.50	-20.45	-2.91	-4.20	-0.99
-17.89	-15.80	-1.16	-4.89	-0.99
-17.36	-12.64	-2.44	-4.86	-0.88
-12.92	-12.35	-1.91	-4.86	-0.89
-11.59	-8.71	-3.16	-4.96	-0.95
-14.10	-5.82	-3.76	-4.78	-0.93
-14.32	-5.46	-5.68	-4.78	-0.92
-12.85	-8.45	-6.48	-4.72	-0.89
-21.31	-7.24	-6.81	-4.58	-0.92
-27.01	-5.00	-5.06	-4.88	-0.93
-24.55	-6.10	-2.47	-5.40	-0.84
-16.25	-5.22	-1.13	-5.70	-0.89
-14.96	-3.63	-2.30	-5.54	-1.01
-16.77	-2.03	-4.46	-5.43	-0.99
-18.86	-1.07	-4.28	-5.18	-1.14
-24.80	-1.37	-0.44	-5.41	-1.00
-28.42	0.27	-1.05	-6.60	-0.97
-26.38	0.99	-1.15	-7.16	-1.00
-24.13	-0.86	-0.25	-6.90	-0.96
-20.59	-2.66	-0.24	-6.54	-0.98
-17.18	-2.46	-0.46	-6.48	-1.04
-20.47	-1.94	-0.55	-6.95	-0.93
-27.49	-1.02	-1.10	-7.10	-1.02
-37.35	0.06	-1.65	-6.97	-1.04
-36.99	1.04	-1.58	-7.10	-1.05
-28.34	0.64	-1.91	-7.08	-1.03
-21.63	-0.74	-2.64	-7.43	-1.12
-21.61	-1.07	-3.44	-7.62	-1.00
-26.00	-2.29	-3.74	-8.35	-0.95
-28.94	-3.08	-3.99	-9.00	-1.07
-30.79	-1.59	-3.46	-9.41	-1.00
-26.89	-0.40	-4.55	-8.98	-1.12
-21.69	-1.99	-5.81	-8.40	-1.13
-19.62	-3.19	-6.34	-8.10	-1.07
-22.96	-4.72	-6.98	-8.43	-1.03
-26.96	-5.54	-7.00	-8.36	-1.03
-24.27	-4.87	-6.28	-8.90	-1.03
-18.87	-3.90	-5.84	-9.47	-1.01
-16.10	-3.76	-6.20	-10.11	-1.00
-16.72	-5.22	-7.61	-10.17	-1.09
-18.15	-7.84	-10.07	-10.29	-1.18
-23.39	-10.58	-11.05	-10.01	-1.00
-19.22	-10.58	-11.31	-9.31	-1.02
-17.34	-8.51	-10.17	-9.48	-1.01
-22.66	-13.64	-10.10	-9.58	-0.97
-20.88	-20.91	-10.50	-8.47	-0.87
-23.62	-23.07	-10.50	-8.14	-1.09
-26.95	-19.12	-10.15	-7.77	-0.77
-26.42	-17.66	-10.33	-7.98	-0.91
-29.61	-17.85	-11.73	-8.34	-0.77
-31.79	-18.69	-12.41	-7.88	-0.80
-32.49	-23.08	-12.64	-7.62	-1.05
-36.78	-23.47	-13.18	-7.94	-0.73
-35.54	-23.51	-12.32	-7.99	-0.96
-35.15	-26.45	-12.24	-8.24	-0.66
-34.92	-27.01	-12.14	-8.43	-0.92
-35.36	-27.71	-13.73	-8.80	-0.96
-34.84	-28.22	-15.29	-8.98	-1.01
-32.34	-25.86	-16.77	-8.52	-0.82
-39.62	-27.96	-19.00	-9.00	-0.87
-49.30	-32.07	-21.18	-8.91	-1.04
-51.31	-33.24	-18.77	-8.61	-0.66
-43.40	-31.77	-18.22	-9.33	-0.76
-33.08	-34.97	-20.25	-8.83	-0.92
-27.24	-29.78	-21.48	-11.24	-1.06
-39.54	-29.55	-21.47	-10.82	-0.59
-50.66	-29.60	-23.09	-9.28	-0.90
-46.79	-31.76	-22.87	-9.66	-0.82
-43.11	-33.35	-21.35	-10.41	-0.91
-39.13	-33.48	-21.01	-10.32	-0.87
-38.85	-29.67	-23.86	-9.82	-1.00
-41.41	-27.78	-23.78	-9.26	-0.74
-39.22	-28.12	-24.36	-9.59	-1.22
-33.45	-27.84	-24.07	-10.13	-0.91
-29.93	-29.67	-26.05	-12.05	-1.31
-27.37	-26.52	-27.02	-10.53	-0.90
-37.21	-25.26	-29.18	-11.42	-1.15
-43.73	-21.98	-26.62	-11.08	-1.18
-45.48	-20.63	-24.08	-8.99	-1.03
-37.56	-19.27	-23.04	-10.00	-0.67
-26.22	-24.62	-23.80	-10.98	-1.36
-24.28	-23.95	-30.15	-10.28	-1.11
-24.81	-23.74	-29.61	-9.99	-1.16
-29.40	-18.93	-24.67	-10.93	-1.13
-33.54	-15.30	-23.18	-11.93	-1.33
-21.70	-14.83	-20.82	-10.73	-1.29
-15.79	-19.98	-22.31	-10.36	-0.86
-11.43	-23.46	-24.99	-10.02	-1.11
-9.14	-22.22	-25.74	-10.22	-1.34
-16.87	-20.16	-23.77	-8.60	-1.39
-19.96	-16.89	-20.50	-8.41	-1.26
-18.43	-11.00	-17.00	-9.21	-1.35
-11.42	-4.61	-15.72	-8.19	-1.46
-2.24	-6.39	-16.26	-6.41	-1.43
1.72	-11.20	-17.25	-4.20	-1.43
1.44	-15.19	-16.53	-4.33	-1.47
-9.36	-11.67	-15.71	-5.91	-1.46
-6.77	-10.86	-15.76	-6.12	-1.36
-4.43	-4.44	-16.07	-7.69	-1.43
-0.73	-5.19	-12.11	-5.35	-1.34
3.04	-2.02	-7.54	-3.81	-1.42
7.52	1.16	-6.85	-5.13	-1.37
3.64	3.31	-7.34	-6.54	-1.54
5.85	2.36	-7.84	-4.81	-1.06
10.68	2.10	-8.47	-5.92	-1.49
16.71	6.97	-6.98	-3.52	-1.17
14.72	2.48	-1.09	-1.10	-1.44
17.06	3.46	0.09	0.27	-1.56
18.58	6.07	1.25	-1.03	-1.33
18.06	9.47	-0.38	-1.19	-1.20
18.17	11.72	-1.79	-2.08	-1.53
18.23	7.27	-0.82	-0.52	-1.32
13.92	3.97	-0.44	-0.34	-1.21
19.70	-3.74	2.24	1.98	-1.51
22.53	0.11	3.65	0.67	-1.24
23.25	6.35	6.53	-0.37	-1.31
25.08	13.37	6.48	-1.31	-1.14
27.21	18.20	4.33	-0.58	-1.71
24.42	16.85	4.89	1.67	-1.07
26.03	7.84	6.60	3.42	-1.22
25.13	6.14	8.94	2.99	-1.78
18.29	7.55	7.00	1.17	-1.39
21.73	6.36	6.37	1.10	-1.53
28.00	9.36	7.24	1.29	-1.57
25.21	13.32	7.69	1.48	-1.31
28.27	10.77	6.85	2.85	-1.29
32.09	7.77	6.58	2.75	-1.27
30.20	5.57	9.40	0.87	-1.10
25.66	7.25	10.66	2.97	-1.57
26.68	7.58	10.00	3.25	-1.22
27.85	4.59	9.38	2.20	-1.80
26.01	3.42	9.98	3.75	-1.54
22.18	2.70	7.74	4.54	-1.09
22.33	-0.64	5.07	4.34	-1.08
24.69	-1.10	5.05	4.69	-1.52
28.33	2.17	7.37	3.56	-1.27
29.53	5.45	9.40	1.80	-1.44
30.80	1.86	8.88	3.41	-1.33
24.61	1.81	6.08	4.04	-1.25
20.03	-0.25	5.94	1.19	-1.22
21.77	2.75	9.21	-1.06	-1.41
23.06	3.67	13.40	0.75	-1.34
24.86	3.60	9.88	5.55	-1.40
25.00	0.68	5.79	1.98	-1.34
22.06	3.39	2.57	-1.09	-0.98
10.85	4.50	3.48	-2.76	-1.25
10.97	2.66	7.27	0.53	-1.62
10.24	-0.45	7.78	1.35	-1.54
10.21	-0.69	6.87	4.01	-1.31
7.85	-0.15	5.69	4.08	-0.91
6.46	1.84	3.84	3.01	-1.14
6.45	1.69	5.65	-0.89	-1.29
8.93	-1.07	5.38	0.56	-1.59
11.04	0.38	3.17	-0.93	-1.28
10.32	1.51	-0.85	-0.26	-1.15
10.09	-1.58	-1.20	2.37	-1.11
7.69	-2.33	1.33	1.19	-1.17
9.24	-2.63	0.85	0.73	-1.47
6.56	-4.29	2.43	-0.59	-1.22
6.61	0.62	1.58	-1.03	-1.18
5.41	2.32	0.36	-2.15	-0.86
3.79	1.27	-1.71	-3.57	-1.43
2.11	1.13	-1.40	-2.47	-1.50
4.16	-2.75	2.14	-0.39	-1.21
5.14	-0.57	2.30	3.16	-1.41
6.49	-0.65	-1.29	0.67	-1.26
7.86	-3.23	-3.42	-3.25	-1.25
6.50	-3.96	-4.63	-2.92	-0.85
6.29	-4.53	-4.02	-1.40	-1.30
4.78	-0.67	-0.78	-0.73	-1.30
4.95	-0.27	-0.42	-1.19	-1.43
5.24	-3.63	-0.40	-1.76	-1.28
5.89	-3.83	-0.62	-0.79	-1.05
6.87	-1.09	0.47	-1.91	-1.19
8.65	-0.39	2.64	-1.42	-1.03
7.68	-0.68	1.02	0.12	-1.63
9.79	1.42	-3.24	-3.12	-1.44
9.82	2.43	-1.07	-4.95	-1.48
7.92	4.28	-2.32	-2.99	-1.40
6.49	2.71	-0.16	0.98	-1.05
8.22	0.34	-1.46	0.10	-1.52
12.29	3.60	-0.15	-2.29	-1.12
14.35	3.12	-1.14	-1.27	-0.98
14.14	0.98	-3.20	-2.65	-1.10
13.80	-0.52	-2.22	-1.33	-1.46
11.23	1.43	-0.47	0.87	-1.13
10.10	7.38	0.65	-0.96	-0.71
11.24	11.03	1.93	-0.55	-0.95
13.75	8.15	-0.12	-1.78	-1.00
14.74	7.68	-0.11	1.63	-1.15
15.28	6.16	2.44	3.68	-0.60
15.73	5.41	1.83	3.14	-1.18
15.10	8.51	0.85	2.99	-1.05
14.95	11.60	3.56	-0.47	-1.08
14.81	14.22	1.97	-1.09	-0.95
14.94	15.27	-1.72	-0.86	-0.90
16.99	11.20	-2.48	0.74	-0.65
18.55	10.39	-2.12	4.72	-0.71
18.78	9.86	2.58	5.82	-0.39
17.19	12.99	6.00	3.34	-0.86
14.84	13.64	5.89	3.80	-1.11
15.45	15.61	5.65	4.63	-0.88
14.82	18.79	4.16	3.46	-0.37
20.90	16.62	1.30	5.23	-0.84
30.71	15.10	-1.53	3.18	-0.68
33.42	15.82	0.97	3.30	-0.47
31.00	18.17	4.18	2.98	-0.62
28.74	21.36	7.67	4.02	-1.12
26.95	22.90	8.34	5.42	0.20
27.87	23.32	4.55	5.64	-0.23
34.10	20.52	3.00	4.80	-0.36
38.81	19.95	2.10	1.62	-1.49
41.67	20.83	1.87	0.24	-0.20
46.80	20.22	4.94	3.67	-0.57
49.12	20.59	7.22	6.06	-0.42
46.90	21.82	8.35	5.48	-1.43
48.06	22.48	9.24	2.67	-0.21
51.94	21.41	6.16	4.32	-0.73
56.56	18.48	4.85	4.82	0.10
58.02	18.57	3.58	4.42	-0.27
61.04	16.93	4.59	6.89	-0.48
58.02	17.62	4.91	6.24	-0.25
55.94	19.16	5.99	6.42	0.15
57.71	22.27	8.87	3.91	-0.47
65.97	23.16	9.99	4.01	0.03
69.77	22.94	8.11	4.18	-0.68
67.61	20.40	8.20	3.57	-0.26
67.11	15.65	9.21	1.89	-0.23
67.56	12.58	9.05	5.39	-0.10
75.45	14.97	8.78	6.78	-0.28
79.82	16.73	6.83	5.98	-0.40
72.76	17.27	5.04	6.22	-0.35
63.21	16.31	7.75	3.45	-0.75
79.39	15.17	9.62	2.23	-0.37
78.47	12.09	11.21	3.09	0.04
79.22	11.59	9.98	-0.44	-0.41
74.64	12.89	5.50	1.76	0.03
78.67	12.52	4.70	3.88	-0.17
103.41	12.35	5.97	1.93	-0.26
79.64	17.32	9.33	2.26	-0.23
66.92	21.99	10.42	2.93	-0.58
65.66	23.71	7.36	1.78	-0.25
99.50	23.75	5.49	1.51	-0.21
98.56	24.28	5.14	0.46	-0.44
96.66	24.26	5.22	0.51	-0.40
58.72	23.67	6.28	2.89	-0.54
95.38	24.58	6.61	0.90	-0.19
59.49	28.01	5.43	0.10	-0.94
64.14	29.82	7.09	-1.21	-0.30
94.28	30.43	7.06	-0.74	-0.68
50.18	34.20	6.14	-0.61	-0.30
92.67	37.61	6.07	-1.73	-0.19
92.15	39.92	4.97	-0.41	-0.15
91.96	40.12	5.58	0.77	-0.18
90.35	42.55	6.34	3.19	-0.66
88.85	41.80	7.13	2.01	-0.42
87.74	43.76	7.67	1.27	-0.20
87.24	44.53	8.64	0.12	0.03
86.85	47.46	6.86	-0.27	-0.27
86.38	48.11	5.37	-2.36	-0.76
85.99	46.15	4.91	-2.62	-0.64
86.80	47.15	5.44	-2.74	-0.33
86.57	44.10	5.79	-0.48	-0.75
-229.78	47.56	5.69	2.91	-0.14
-501.47	48.30	5.64	0.97	-0.58
-428.93	53.37	6.17	-0.22	0.04
-103.16	52.87	6.09	0.15	-0.34
46.32	52.36	6.23	-2.58	-0.62
-2.21	50.76	7.48	-4.59	-0.91
-83.02	50.11	7.78	-1.68	-0.68
-242.29	47.93	6.56	0.08	-0.50
-336.76	47.48	5.48	0.65	-0.57
-284.21	51.89	5.42	0.21	-0.13
-189.89	55.37	6.28	-2.00	-0.55
-162.81	57.12	6.30	-2.25	-0.15
-198.27	55.83	6.55	-0.51	-0.26
-237.36	47.99	7.06	1.48	-0.49
-267.17	43.12	7.69	1.39	-0.53
-250.44	43.46	8.11	1.16	-0.12
-225.48	52.34	7.97	-0.39	-0.84
-220.40	58.10	7.95	-0.20	-0.14
-221.79	56.04	8.43	0.11	0.02
-211.03	56.10	8.82	0.94	-0.64
-228.40	49.93	8.14	2.72	-0.39
-233.00	45.02	6.85	2.21	-0.15
-228.75	44.41	6.65	1.82	-0.14
-224.29	49.04	7.06	2.38	0.13
-214.47	52.17	7.22	0.98	-0.24
-208.94	48.16	7.66	3.49	-0.43
-207.92	44.87	7.70	0.96	-0.56
-199.49	46.21	7.56	1.78	-1.30
-191.15	47.02	7.51	1.54	0.98
-189.47	48.44	7.55	1.41	0.48
-174.82	45.14	8.92	0.29	-0.64
-164.26	38.77	9.18	2.73	-0.22
-167.99	44.14	8.14	4.91	0.04
-156.85	45.95	8.92	5.60	0.13
-150.61	44.78	9.20	5.96	0.01
-130.32	41.35	9.14	4.75	-0.42
-117.38	33.34	9.50	1.99	-0.07
-108.47	32.71	10.28	2.06	0.32
-97.97	38.22	9.81	3.64	-0.56
-88.35	44.88	9.47	4.18	0.05
-84.98	42.12	8.62	3.35	-0.56
-69.77	35.79	8.54	3.05	-0.13
-58.15	30.79	8.56	2.08	0.02
-44.69	37.31	8.23	2.12	0.17
-36.64	37.96	10.39	4.35	-0.24
-16.85	32.61	11.68	3.50	-0.22
-6.95	43.39	12.64	5.12	0.05
7.88	37.62	14.65	3.79	-0.48
20.44	35.69	15.03	2.76	0.01
26.85	27.02	15.89	1.19	0.74
32.28	15.06	17.91	2.51	-0.08
44.62	14.88	18.89	3.32	-0.13
56.53	34.37	18.77	4.52	-0.38
66.75	48.57	20.80	5.33	-0.44
75.71	2.97	24.18	4.19	-0.22
84.85	-121.37	23.84	2.39	0.11
90.41	-264.63	23.65	0.23	-0.36
94.65	-308.92	25.85	-0.50	-0.06
104.45	-264.04	30.53	1.24	0.08
113.22	-111.15	30.82	4.68	0.21
124.78	-49.68	33.47	6.14	-0.25
130.93	-75.38	35.40	5.24	-0.08
135.61	-141.25	34.69	3.51	-0.62
140.84	-213.92	34.85	2.69	-0.49
148.08	-246.51	34.41	3.34	-0.18
148.58	-235.95	35.45	4.64	-0.71
151.83	-204.53	36.70	5.04	-0.68
155.14	-179.81	39.72	5.07	-0.88
155.66	-190.15	37.12	6.06	-0.11
158.10	-207.98	39.50	6.29	-0.07
160.46	-219.08	39.86	5.63	-0.11
165.06	-206.43	38.63	4.12	-0.15
169.45	-194.25	41.01	4.00	-0.42
172.39	-191.18	40.03	4.76	-0.36
174.88	-184.12	42.12	4.88	-0.36
171.23	-186.53	40.18	5.00	-0.57
165.55	-202.85	41.16	4.20	-0.65
159.77	-203.39	42.72	4.32	0.12
152.70	-206.86	43.58	3.59	-0.65
141.84	-196.26	44.35	3.94	0.29
131.04	-186.67	40.00	4.53	-0.20
126.02	-174.65	35.84	3.92	-0.16
124.83	-165.38	36.11	3.82	-0.50
122.85	-179.24	38.36	4.38	-0.27
118.41	-182.95	39.95	3.93	0.08
113.29	-169.25	41.52	4.06	-0.11
106.68	-152.97	38.04	2.60	-0.55
101.13	-150.48	38.45	2.56	-0.04
96.57	-134.01	38.38	2.31	-0.68
96.45	-124.32	38.75	1.96	0.21
94.83	-111.68	34.64	2.17	-0.19
93.49	-104.95	38.07	2.77	-0.61
87.08	-96.84	33.91	3.55	0.00
81.76	-92.08	31.54	2.95	-0.11
78.67	-79.44	27.48	2.81	0.20
73.45	-68.32	26.28	3.07	-0.22
69.40	-59.98	31.32	3.02	0.07
62.69	-54.41	30.71	3.24	-0.02
56.46	-44.10	33.19	3.19	-0.23
49.63	-33.45	30.69	3.37	-0.14
47.06	-17.82	24.32	3.73	0.02
47.25	-6.06	22.68	4.00	0.14
46.35	4.03	25.05	3.86	0.08
42.26	6.51	26.14	3.59	0.75
33.91	15.03	24.47	3.78	-0.32
27.19	20.44	19.93	3.86	-0.01
23.71	30.69	23.63	3.63	0.15
21.24	36.80	26.62	3.40	0.04
22.46	48.60	24.95	3.66	0.44
16.66	59.43	21.91	4.50	0.39
6.92	69.77	16.65	4.62	0.04
3.16	79.95	16.49	4.89	0.13
-2.08	84.56	18.35	4.42	-0.18
-4.43	89.59	24.21	4.15	0.08
-2.56	95.64	21.54	4.00	0.50
-2.18	103.97	16.35	4.43	0.67
-5.37	107.06	17.33	4.76	0.42
-5.53	107.60	14.14	4.68	0.91
-11.10	113.73	12.86	4.11	0.17
-17.96	121.99	12.03	3.95	-0.05
-21.69	127.92	20.25	4.22	0.48
-26.51	133.41	22.96	4.41	0.29
-26.52	134.44	16.32	4.77	0.23
-19.18	138.55	13.46	4.66	-0.16
-19.81	141.28	13.14	4.83	0.85
-24.45	144.42	10.58	4.51	-0.03
-33.31	146.81	11.40	4.05	0.16
-39.01	149.26	10.94	4.70	0.17
-39.33	150.29	10.93	4.86	0.26
-33.12	149.97	21.73	5.39	0.30
-24.57	143.12	20.70	5.94	0.06
-22.32	140.48	18.47	5.55	0.13
-24.19	140.58	14.08	5.20	0.53
-27.51	140.81	6.91	5.52	-0.43
-35.38	140.12	8.32	5.75	-0.40
-37.93	132.19	8.72	4.79	-0.77
-35.15	115.71	1.45	5.35	0.00
-29.22	101.05	-58.50	5.92	0.00
-20.06	90.35	-141.38	6.23	-0.45
-23.91	87.22	-187.06	6.75	-0.88
-28.34	87.83	-185.27	7.13	-0.26
-28.32	88.10	-171.09	6.66	-0.35
-23.86	85.92	-110.24	6.39	-0.39
-17.73	81.49	-77.73	6.53	-0.26
-21.41	75.25	-92.12	6.49	-1.13
-24.69	71.29	-129.69	6.63	-1.04
-22.49	70.02	-162.92	6.44	-1.41
-11.71	66.21	-180.84	7.11	-0.71
-4.46	61.97	-170.27	7.24	-1.85
-7.73	57.77	-159.74	7.02	-0.63
-14.83	53.25	-160.28	6.29	-0.43
-16.87	52.13	-154.57	5.06	-1.27
-12.63	48.62	-141.51	5.45	-2.78
-10.18	45.07	-148.78	5.49	-1.02
-2.71	41.06	-155.10	6.16	-2.18
1.62	37.12	-156.01	7.05	-1.51
6.02	33.66	-153.25	7.47	-1.24
9.53	30.35	-143.54	6.87	-0.99
9.23	25.18	-143.62	5.52	-2.58
8.01	19.06	-143.16	5.58	-3.36
4.12	10.76	-141.83	7.65	-2.19
5.13	8.80	-142.54	7.13	-0.80
5.41	10.44	-143.97	6.63	-1.23
13.31	9.80	-145.25	5.97	-1.74
16.61	7.04	-139.72	5.82	-2.40
19.01	2.23	-129.67	6.53	-1.97
21.36	-2.34	-124.20	5.65	-2.75
16.52	-4.07	-119.94	5.16	-1.90
15.45	-4.27	-115.65	5.95	-2.64
16.27	-6.35	-114.50	6.28	-1.02
21.13	-9.79	-112.47	6.92	-1.93
18.57	-10.85	-106.98	6.63	-2.53
20.84	-12.11	-94.27	5.73	-3.09
25.85	-12.78	-87.15	5.88	-3.06
25.23	-13.23	-77.31	6.73	-2.84
24.06	-14.70	-74.64	5.52	-2.68
26.30	-15.49	-75.69	6.20	-3.20
26.87	-16.74	-67.08	5.11	-1.46
23.36	-17.23	-56.28	4.19	-1.02
22.03	-16.44	-46.14	6.07	-1.29
22.17	-15.84	-42.51	7.84	-1.73
22.51	-17.66	-36.58	8.22	-1.11
20.08	-21.04	-32.07	8.01	-0.88
16.86	-22.85	-22.90	7.52	-3.19
15.42	-24.85	-11.83	7.58	-2.69
15.66	-25.26	1.24	7.75	-2.03
16.56	-23.48	1.77	7.63	-0.43
16.79	-21.01	8.56	8.14	0.09
16.14	-20.12	14.53	7.76	-0.76
16.07	-18.22	17.45	7.86	-0.86
15.63	-17.81	23.48	10.59	-1.09
11.44	-15.39	34.82	10.32	-1.02
6.81	-18.95	42.75	10.85	-0.48
1.95	-18.86	50.91	11.69	-1.15
3.17	-16.94	53.87	13.02	-0.02
2.62	-15.02	55.00	10.89	0.07
2.48	-14.28	60.76	13.25	-0.80
-3.70	-13.46	67.33	14.21	-0.48
-5.68	-8.83	72.36	14.79	-0.47
-4.74	-6.30	79.99	15.26	0.35
-4.33	-7.17	82.74	17.67	-0.85
-5.22	-8.15	84.58	16.95	0.05
-4.07	-7.54	85.48	18.79	-1.18
-7.49	-4.43	91.54	15.79	-0.52
-10.68	-2.69	95.63	17.56	0.78
-16.64	-1.39	99.82	18.88	0.42
-18.03	-0.97	102.23	18.35	0.85
-18.28	4.29	104.02	17.71	0.98
-20.57	5.61	99.05	18.92	1.63
-19.38	5.38	101.72	19.15	0.71
-13.74	6.03	102.72	22.80	0.82
-15.91	4.30	105.24	19.37	0.05
-19.70	7.91	107.90	18.40	-0.55
-22.96	8.80	109.14	22.12	-0.06
-25.60	10.54	107.77	20.85	0.47
-31.63	16.13	105.70	23.77	1.63
-33.88	17.75	102.70	21.76	1.33
-31.73	18.19	102.83	21.76	1.11
-31.56	15.64	102.14	20.88	0.39
-32.12	14.69	99.46	22.22	0.42
-30.16	14.67	96.67	19.99	0.88
-30.86	16.25	92.66	22.51	1.35
-29.82	20.68	86.37	19.83	0.53
-28.52	24.06	79.75	20.92	1.80
-33.15	23.72	75.06	25.12	1.30
-37.17	23.27	70.42	22.81	0.55
-39.05	23.14	63.91	17.96	0.44
-37.98	22.98	58.83	18.43	0.97
-36.93	24.92	53.07	22.56	-0.28
-35.05	23.88	48.26	21.84	0.56
-34.11	24.17	41.79	20.18	1.41
-33.49	23.58	35.60	21.36	1.81
-32.90	22.20	34.56	19.07	0.32
-33.97	22.35	31.95	22.09	0.31
-34.28	25.98	28.90	18.24	0.40
-32.02	28.71	25.01	18.91	0.20
-25.20	27.27	22.07	15.04	0.49
-20.82	22.14	21.26	11.28	0.26
-18.84	21.59	18.36	17.50	1.25
-18.52	25.97	15.75	18.46	1.24
-13.60	29.27	12.53	15.12	1.21
-10.54	28.60	9.08	15.76	0.13
-7.28	25.81	7.45	15.77	0.44
-9.52	23.72	6.47	17.63	0.59
-12.75	23.89	4.39	11.11	0.47
-14.42	21.20	0.82	12.97	0.07
-14.60	21.27	-1.35	12.07	0.91
-11.64	20.59	-2.81	8.46	0.96
-10.50	18.62	-4.41	11.06	0.23
-12.66	16.79	-4.29	13.72	-0.16
-17.00	18.05	-5.30	16.58	0.02
-18.86	17.39	-6.60	14.90	1.12
-12.53	15.68	-6.16	9.86	1.52
-9.32	17.15	-3.63	6.88	1.59
-11.97	16.31	-1.22	12.10	1.86
-19.36	14.62	2.44	12.00	-1.10
-24.44	15.48	4.62	9.22	-1.02
-23.73	14.22	3.12	8.82	0.97
-20.39	10.41	1.92	9.13	1.43
-15.76	8.46	0.88	9.22	1.14
-14.59	7.46	-0.05	8.37	1.89
-16.45	5.57	-2.03	8.35	1.13
-16.91	4.59	-2.62	11.18	1.09
-21.34	5.41	-2.40	4.82	0.21
-23.61	8.11	-1.97	1.10	-0.23
-22.43	9.50	-2.02	2.08	1.85
-23.16	7.62	-2.66	6.54	0.80
-22.13	5.75	-3.43	12.77	0.02
-18.85	1.12	-4.05	9.29	0.02
-20.79	-4.96	-4.29	5.49	0.92
-26.19	-4.69	-4.21	-3.59	0.65
-32.12	-2.76	-4.37	-1.52	1.39
-35.77	0.61	-5.71	1.23	1.08
-27.71	1.22	-6.61	7.71	0.51
-26.32	-2.59	-6.81	9.25	-0.04
-25.01	-8.69	-8.69	10.89	-0.17
-26.41	-14.03	-10.67	7.92	0.15
-26.27	-16.00	-10.71	3.73	-0.12
-32.28	-14.10	-11.03	5.06	0.28
-30.43	-10.67	-8.14	1.91	0.23
-30.00	-9.10	-7.52	7.82	1.34
-30.09	-11.56	-9.87	-10.96	-0.47
-29.98	-15.34	-9.15	-52.49	-0.10
-30.20	-13.74	-9.06	-88.62	-0.67
-27.71	-10.51	-7.88	-98.15	0.58
-27.60	-11.10	-9.54	-89.62	0.43
-27.39	-15.91	-9.83	-89.19	0.64
-27.17	-17.97	-8.52	-98.67	-0.80
-21.60	-18.75	-7.70	-108.86	-0.05
-21.45	-20.68	-9.38	-101.41	-0.08
-24.39	-20.34	-10.34	-90.78	0.19
-25.34	-21.98	-4.57	-88.49	-0.56
-28.32	-21.85	-5.47	-95.28	-0.47
-26.88	-22.50	-5.78	-102.17	-0.45
-26.96	-23.34	-7.22	-105.76	-0.43
-23.24	-21.65	-7.38	-103.19	-0.48
-20.17	-19.49	-3.83	-106.20	0.37
-19.12	-18.84	-3.60	-103.06	0.30
-19.25	-18.18	-3.94	-93.28	0.49
-19.79	-23.74	-5.26	-92.01	-0.65
-16.92	-27.69	-2.58	-91.27	-0.09
-14.57	-26.89	-1.27	-101.20	-0.69
-13.63	-24.37	-0.48	-102.52	0.49
-13.50	-24.43	-0.32	-109.28	0.48
-14.42	-25.03	-2.13	-112.58	-0.54
-9.98	-24.46	-3.55	-109.30	0.21
-7.06	-20.57	-2.11	-102.25	-0.48
-3.69	-20.04	-0.92	-98.03	-0.25
-4.36	-21.28	-0.27	-99.04	-0.53
-5.30	-22.32	-1.50	-101.98	-0.17
-4.14	-23.51	-2.44	-101.94	-0.71
-2.12	-24.56	-2.75	-99.26	0.07
3.39	-24.29	-1.90	-97.26	0.25
6.10	-23.34	0.25	-91.00	0.36
6.30	-23.98	0.33	-84.21	0.10
-0.52	-23.06	1.85	-84.50	-0.21
-6.69	-20.62	1.76	-78.78	0.09
0.24	-20.41	3.10	-77.94	-0.75
4.36	-19.01	2.81	-72.28	-0.72
11.24	-17.30	2.03	-73.66	-0.88
11.69	-17.91	2.51	-65.92	1.10
9.75	-18.64	3.00	-64.19	0.62
7.26	-18.20	3.19	-59.73	0.07
8.28	-19.82	4.11	-50.37	-0.18
19.51	-17.44	4.82	-45.05	-0.62
21.26	-15.08	5.23	-43.94	-0.53
16.16	-13.66	5.79	-39.13	0.37
7.09	-15.41	5.14	-30.61	0.13
-0.16	-17.79	4.06	-25.70	0.27
0.64	-18.87	3.20	-17.91	0.26
12.85	-18.64	5.72	-12.43	0.71
20.23	-16.75	7.53	-10.65	-0.25
19.57	-15.80	8.38	-12.86	0.19
10.85	-14.90	9.16	-8.13	0.11
2.77	-13.89	7.29	3.92	0.28
0.35	-14.63	5.46	8.91	0.05
10.94	-15.44	6.48	13.08	0.28
20.51	-16.91	7.86	14.78	0.16
20.49	-17.56	8.72	23.49	-0.20
15.15	-18.88	8.85	30.04	-0.16
11.46	-17.22	9.40	31.72	0.30
5.88	-15.21	8.33	35.80	-0.11
5.32	-14.42	7.97	37.97	0.32
3.98	-14.28	9.62	39.21	-0.48
4.79	-11.85	9.63	43.00	0.01
7.38	-12.23	9.81	46.05	0.01
7.49	-14.33	8.97	51.23	0.38
5.70	-16.57	8.29	55.15	0.39
3.23	-17.54	6.74	59.77	0.73
5.42	-16.93	7.27	61.11	-0.31
7.51	-16.65	8.13	62.12	0.31
